,loss,oce_loss
0,0.9019225835800171,0.9001482129096985
1,0.9024085402488708,0.9006302356719971
2,0.9021629691123962,0.9003821611404419
3,0.9014795422554016,0.8997088670730591
4,0.9008282423019409,0.8990418314933777
5,0.9017267823219299,0.8999478816986084
6,0.9006186127662659,0.8988350629806519
7,0.9013031125068665,0.8995350003242493
8,0.9030146598815918,0.9012485146522522
9,0.9020254015922546,0.900226354598999
10,0.9021874666213989,0.9004066586494446
11,0.9019055962562561,0.9001458287239075
12,0.9015756845474243,0.8998011946678162
13,0.901528000831604,0.8997595906257629
14,0.9009701013565063,0.89919513463974
15,0.9021812081336975,0.9004139304161072
16,0.9008542895317078,0.8990681171417236
17,0.90069180727005,0.8989235758781433
18,0.9021338224411011,0.9003574252128601
19,0.9010860323905945,0.8993180990219116
20,0.9008875489234924,0.8991094827651978
21,0.9018303155899048,0.9000526070594788
22,0.9008320569992065,0.8990810513496399
23,0.9008315205574036,0.8990607261657715
24,0.9010422825813293,0.8992699980735779
25,0.9018569588661194,0.900083601474762
26,0.9014026522636414,0.8996384739875793
27,0.9017142653465271,0.8999621868133545
28,0.9016571044921875,0.899871289730072
29,0.901041567325592,0.8992726802825928
30,0.901048481464386,0.8992745280265808
31,0.9014045596122742,0.8996326923370361
32,0.9005640149116516,0.8987941145896912
33,0.9018811583518982,0.9000909328460693
34,0.9005582928657532,0.8987951874732971
35,0.9019936323165894,0.900229275226593
36,0.8999357223510742,0.8981539011001587
37,0.89959716796875,0.8978203535079956
38,0.8999464511871338,0.8981806039810181
39,0.9014941453933716,0.8997035026550293
40,0.9004918932914734,0.8987151980400085
41,0.9009511470794678,0.8991633057594299
42,0.9014700055122375,0.8996968865394592
43,0.9014633297920227,0.8996973037719727
44,0.901144802570343,0.8993716835975647
45,0.9004617929458618,0.8986871242523193
46,0.9002357125282288,0.8984718918800354
47,0.8999205231666565,0.8981589674949646
48,0.8997392058372498,0.8979737162590027
49,0.9003018736839294,0.8985337018966675
50,0.9010513424873352,0.8992820382118225
51,0.9009885787963867,0.8992151618003845
52,0.9006832242012024,0.898899257183075
53,0.9005802869796753,0.8987990617752075
54,0.9008738994598389,0.8990955352783203
55,0.8993406295776367,0.8975686430931091
